Period,Scenario,LoadLevel,WindFarm_1,WindFarm_2,SolarPV_1,SolarPV_2,OtherNonRES,OtherRES
2027,WS003,01-17 12:00:00+01:00,426.3624706,490.3168412,330.498455,550.8307583,144.721261,59.862655
2027,WS003,01-17 13:00:00+01:00,409.0503957,470.407955,361.8519421,603.0865702,143.4591569,59.666384
2027,WS003,01-17 14:00:00+01:00,421.390296,484.5988405,349.2885514,582.1475857,143.4591569,59.470113
2027,WS003,01-17 15:00:00+01:00,453.9753713,522.071677,287.6666499,479.4444166,144.721261,61.040281
2027,WS003,01-17 16:00:00+01:00,532.1777698,612.0044353,196.9074065,328.1790108,145.5626636,64.573159
2027,WS003,01-17 17:00:00+01:00,596.1051443,685.5209159,78.94405979,131.573433,149.769677,69.676205
2027,WS003,01-17 18:00:00+01:00,662.3637771,761.7183437,2.993912324,4.989853873,156.0801971,71.050102
2027,WS003,01-17 19:00:00+01:00,702.1059024,807.4217878,1.00E-06,1.00E-06,158.6044052,71.246373
2027,WS003,01-17 20:00:00+01:00,703.8934954,809.4775198,1.00E-06,1.00E-06,159.4458079,71.638915
2027,WS003,01-17 21:00:00+01:00,693.6136309,797.6556756,1.00E-06,1.00E-06,158.6044052,71.638915
2027,WS003,01-17 22:00:00+01:00,683.5716424,786.1073888,1.00E-06,1.00E-06,151.8731837,70.853831
2027,WS003,01-17 23:00:00+01:00,673.5622789,774.5966207,1.00E-06,1.00E-06,146.4040663,69.087392
2027,WS003,01-18 00:00:00+01:00,659.9661085,758.9610248,1.00E-06,1.00E-06,142.6177543,68.69485
2027,WS003,01-18 01:00:00+01:00,645.4045876,742.2152757,1.00E-06,1.00E-06,140.0935462,67.713495
2027,WS003,01-18 02:00:00+01:00,634.7050956,729.91086,1.00E-06,1.00E-06,139.6728449,67.713495
2027,WS003,01-18 03:00:00+01:00,623.9261256,717.5150444,1.00E-06,1.00E-06,138.4107409,68.302308
2027,WS003,01-18 04:00:00+01:00,620.3297699,713.3792354,1.00E-06,1.00E-06,140.5142476,69.872476
2027,WS003,01-18 05:00:00+01:00,613.7390911,705.7999548,1.00E-06,1.00E-06,140.9349489,69.479934
2027,WS003,01-18 06:00:00+01:00,599.5772054,689.5137862,1.00E-06,1.00E-06,141.3556502,68.498579
2027,WS003,01-18 07:00:00+01:00,580.0008258,667.0009497,0.000001,0.000001,154.8180931,69.283663
2027,WS003,01-18 08:00:00+01:00,571.7714933,657.5372172,1.450776901,2.417961502,162.8114186,70.461289
2027,WS003,01-18 09:00:00+01:00,553.8095023,636.8809276,91.50822603,152.51371,164.9149253,70.265018
2027,WS003,01-18 10:00:00+01:00,529.9352169,609.4254995,265.0449487,441.7415811,162.3907172,69.479934
2027,WS003,01-18 11:00:00+01:00,523.0321333,601.4869533,394.3631961,657.2719935,161.9700159,68.498579
2027,WS003,01-18 12:00:00+01:00,551.9716072,634.7673482,468.4342865,780.7238109,162.3907172,68.106037
2027,WS003,01-18 13:00:00+01:00,577.3347789,663.9349957,489.6481973,816.0803288,164.0735226,69.087392
2027,WS003,01-18 14:00:00+01:00,601.0203985,691.1734583,460.5732514,767.6220857,164.4942239,67.517224
2027,WS003,01-18 15:00:00+01:00,621.9247971,715.2135166,382.3145625,637.1909375,166.5977306,66.928411
2027,WS003,01-18 16:00:00+01:00,651.8319977,749.6067974,258.9421544,431.5702573,174.1703548,67.320953
2027,WS003,01-18 17:00:00+01:00,670.3472597,770.8993487,93.55809652,155.9301609,182.1636802,68.106037
2027,WS003,01-18 18:00:00+01:00,687.0863429,790.1492944,3.521203938,5.868673231,184.2671869,69.283663
2027,WS003,01-18 19:00:00+01:00,699.1185356,803.9863159,1.00E-06,1.00E-06,185.9499923,69.872476
2027,WS003,01-18 20:00:00+01:00,694.2838016,798.4263718,1.00E-06,1.00E-06,189.315603,69.872476
2027,WS003,01-18 21:00:00+01:00,686.6063998,789.5973598,1.00E-06,1.00E-06,188.4742003,70.068747
2027,WS003,01-18 22:00:00+01:00,668.6518868,768.9496699,1.00E-06,1.00E-06,187.6327976,70.068747
2027,WS003,01-18 23:00:00+01:00,655.6193568,753.9622603,1.00E-06,1.00E-06,186.3706936,69.283663
2027,WS003,01-19 00:00:00+01:00,656.5949278,755.0841669,1.00E-06,1.00E-06,186.3706936,72.62027
2027,WS003,01-19 01:00:00+01:00,668.0853688,768.2981741,1.00E-06,1.00E-06,185.9499923,72.031457
2027,WS003,01-19 02:00:00+01:00,684.9435241,787.6850528,1.00E-06,1.00E-06,185.1085896,69.479934
2027,WS003,01-19 03:00:00+01:00,699.1040385,803.9696443,1.00E-06,1.00E-06,184.6878883,69.087392
2027,WS003,01-19 04:00:00+01:00,702.7964481,808.2159154,1.00E-06,1.00E-06,180.9015762,69.283663
2027,WS003,01-19 05:00:00+01:00,703.5447388,809.0764496,1.00E-06,1.00E-06,180.9015762,71.638915
2027,WS003,01-19 06:00:00+01:00,697.3410439,801.9422004,1.00E-06,1.00E-06,184.6878883,74.975522
2027,WS003,01-19 07:00:00+01:00,685.8042169,788.6748494,0.000001,0.000001,194.7847204,81.845007
2027,WS003,01-19 08:00:00+01:00,680.6057642,782.6966288,3.83197891,6.386631517,203.1987472,85.966698
2027,WS003,01-19 09:00:00+01:00,673.1584728,774.1322437,130.1539908,216.923318,204.4608512,86.162969
2027,WS003,01-19 10:00:00+01:00,668.6867459,768.9897578,338.7957034,564.6595056,204.8815526,86.162969
2027,WS003,01-19 11:00:00+01:00,673.808128,774.8793472,483.5913044,805.9855074,203.6194486,86.162969
2027,WS003,01-19 12:00:00+01:00,691.2279883,794.9121866,561.1074761,935.1791269,204.4608512,86.751782
2027,WS003,01-19 13:00:00+01:00,694.4219695,798.5852649,576.1362013,960.2270021,203.1987472,87.733137
2027,WS003,01-19 14:00:00+01:00,683.9338127,786.5238846,534.0046978,890.0078296,202.7780459,88.714492
2027,WS003,01-19 15:00:00+01:00,692.7707878,796.686406,433.3602036,722.267006,202.3573445,88.910763
2027,WS003,01-19 16:00:00+01:00,739.7406497,850.7017471,282.7531884,471.255314,203.6194486,89.892118
2027,WS003,01-19 17:00:00+01:00,754.0747163,867.1859238,96.88255748,161.4709291,209.5092673,91.462286
2027,WS003,01-19 18:00:00+01:00,767.2736044,882.364645,3.888330583,6.480550972,216.2404888,92.051099
2027,WS003,01-19 19:00:00+01:00,767.0750642,882.1363239,1.00E-06,1.00E-06,217.9232941,94.602622
2027,WS003,01-19 20:00:00+01:00,751.5454782,864.2772999,1.00E-06,1.00E-06,219.6060995,90.677202
2027,WS003,01-19 21:00:00+01:00,737.6954182,848.3497309,1.00E-06,1.00E-06,218.3439955,86.555511
2027,WS003,01-19 22:00:00+01:00,725.6509535,834.4985966,1.00E-06,1.00E-06,212.4541767,83.807717
2027,WS003,01-19 23:00:00+01:00,719.9314021,827.9211124,1.00E-06,1.00E-06,204.4608512,92.24737
2027,WS021,01-13 00:00:00+01:00,1322.554074,1520.937185,1.00E-06,1.00E-06,207.826462,95.976519
2027,WS021,01-13 01:00:00+01:00,1356.457304,1559.9259,1.00E-06,1.00E-06,207.4057606,95.387706
2027,WS021,01-13 02:00:00+01:00,1391.604117,1600.344734,1.00E-06,1.00E-06,203.6194486,89.695847
2027,WS021,01-13 03:00:00+01:00,1415.087234,1627.350319,1.00E-06,1.00E-06,201.5159419,90.677202
2027,WS021,01-13 04:00:00+01:00,1437.392341,1653.001192,1.00E-06,1.00E-06,198.1503311,89.695847
2027,WS021,01-13 05:00:00+01:00,1455.890699,1674.274304,1.00E-06,1.00E-06,196.4675258,89.107034
2027,WS021,01-13 06:00:00+01:00,1466.59846,1686.588229,1.00E-06,1.00E-06,197.3089285,89.107034
2027,WS021,01-13 07:00:00+01:00,1477.989517,1699.687945,0.000001,0.000001,197.7296298,89.695847
2027,WS021,01-13 08:00:00+01:00,1511.289113,1737.982479,4.315629544,7.192715906,197.7296298,90.873473
2027,WS021,01-13 09:00:00+01:00,1524.394109,1753.053225,80.05470941,133.4245157,197.3089285,90.28466
2027,WS021,01-13 10:00:00+01:00,1563.611824,1798.153597,167.6277011,279.3795018,196.4675258,86.555511
2027,WS021,01-13 11:00:00+01:00,1607.028389,1848.082647,226.7179815,377.8633024,194.3640191,89.107034
2027,WS021,01-13 12:00:00+01:00,1641.508908,1887.735245,244.899048,408.16508,191.839811,90.873473
2027,WS021,01-13 13:00:00+01:00,1652.882433,1900.814798,231.3578811,385.5964684,190.577707,90.480931
2027,WS021,01-13 14:00:00+01:00,1642.33401,1888.684112,189.4141938,315.6903231,189.7363043,90.088389
2027,WS021,01-13 15:00:00+01:00,1627.546307,1871.678253,141.0709617,235.1182695,190.1570057,90.28466
2027,WS021,01-13 16:00:00+01:00,1666.694058,1916.698166,83.71232949,139.5205492,190.9984084,91.266015
2027,WS021,01-13 17:00:00+01:00,1653.034907,1900.990143,27.0282744,45.047124,193.5226164,92.443641
2027,WS021,01-13 18:00:00+01:00,1654.831579,1903.056316,1.050879229,1.751465382,193.9433177,93.424996
2027,WS021,01-13 19:00:00+01:00,1650.908778,1898.545094,1.00E-06,1.00E-06,194.3640191,94.21008
2027,WS021,01-13 20:00:00+01:00,1630.720097,1875.328111,1.00E-06,1.00E-06,193.9433177,93.817538
2027,WS021,01-13 21:00:00+01:00,1612.689089,1854.592452,1.00E-06,1.00E-06,191.839811,93.032454
2027,WS021,01-13 22:00:00+01:00,1615.443401,1857.759912,1.00E-06,1.00E-06,191.4191097,92.443641
2027,WS021,01-13 23:00:00+01:00,1633.554871,1878.588102,1.00E-06,1.00E-06,190.577707,91.658557
2027,WS021,01-14 00:00:00+01:00,1651.562904,1899.29734,1.00E-06,1.00E-06,184.2671869,89.303305
2027,WS021,01-14 01:00:00+01:00,1651.665119,1899.414887,1.00E-06,1.00E-06,183.8464856,88.125679
2027,WS021,01-14 02:00:00+01:00,1658.394893,1907.154127,1.00E-06,1.00E-06,183.4257842,88.125679
2027,WS021,01-14 03:00:00+01:00,1677.577549,1929.214182,1.00E-06,1.00E-06,181.3222775,87.733137
2027,WS021,01-14 04:00:00+01:00,1697.96438,1952.659037,1.00E-06,1.00E-06,179.2187708,86.948053
2027,WS021,01-14 05:00:00+01:00,1701.404038,1956.614644,1.00E-06,1.00E-06,179.2187708,87.144324
2027,WS021,01-14 06:00:00+01:00,1678.523719,1930.302277,1.00E-06,1.00E-06,178.7980695,86.751782
2027,WS021,01-14 07:00:00+01:00,1645.537264,1892.367854,0.000001,0.000001,179.2187708,88.714492
2027,WS021,01-14 08:00:00+01:00,1598.761477,1838.575699,6.487479645,10.81246607,181.3222775,90.677202
2027,WS021,01-14 09:00:00+01:00,1552.830919,1785.755557,190.958474,318.2641234,181.3222775,90.088389
2027,WS021,01-14 10:00:00+01:00,1527.758727,1756.922536,490.0031919,816.6719865,180.4808749,89.499576
2027,WS021,01-14 11:00:00+01:00,1505.653811,1731.501883,681.7653012,1136.275502,179.6394722,88.714492
2027,WS021,01-14 12:00:00+01:00,1511.398069,1738.107779,772.1273169,1286.878861,177.9566668,90.28466
2027,WS021,01-14 13:00:00+01:00,1506.685578,1732.688415,791.5102126,1319.183688,176.6945628,90.28466
2027,WS021,01-14 14:00:00+01:00,1484.83809,1707.563803,750.271515,1250.452525,176.6945628,90.088389
2027,WS021,01-14 15:00:00+01:00,1436.838431,1652.364196,654.1416283,1090.236047,176.6945628,90.088389
2027,WS021,01-14 16:00:00+01:00,1386.448547,1594.415829,464.6187355,774.3645591,177.9566668,91.658557
2027,WS021,01-14 17:00:00+01:00,1235.150978,1420.423625,150.0203473,250.0339121,180.9015762,91.658557
2027,WS021,01-14 18:00:00+01:00,1115.376921,1282.683459,2.757933706,4.596556177,181.7429789,95.387706
2027,WS021,01-14 19:00:00+01:00,1049.844375,1207.321031,1.00E-06,1.00E-06,183.0050829,96.17279
2027,WS021,01-14 20:00:00+01:00,1008.777923,1160.094612,1.00E-06,1.00E-06,184.6878883,94.798893
2027,WS021,01-14 21:00:00+01:00,990.7103538,1139.316907,1.00E-06,1.00E-06,183.4257842,93.424996
2027,WS021,01-14 22:00:00+01:00,986.1679697,1134.093165,1.00E-06,1.00E-06,183.0050829,93.228725
2027,WS021,01-14 23:00:00+01:00,1017.020783,1169.5739,1.00E-06,1.00E-06,180.0601735,88.32195
2027,WS021,01-15 00:00:00+01:00,1117.003659,1284.554208,1.00E-06,1.00E-06,176.6945628,81.059923
2027,WS021,01-15 01:00:00+01:00,1218.66787,1401.468051,1.00E-06,1.00E-06,176.2738615,80.274839
2027,WS021,01-15 02:00:00+01:00,1308.844526,1505.171204,1.00E-06,1.00E-06,175.4324588,80.274839
2027,WS021,01-15 03:00:00+01:00,1350.928733,1553.568043,1.00E-06,1.00E-06,174.5910561,80.078568
2027,WS021,01-15 04:00:00+01:00,1371.409618,1577.121061,1.00E-06,1.00E-06,174.5910561,80.274839
2027,WS021,01-15 05:00:00+01:00,1376.942092,1583.483406,1.00E-06,1.00E-06,176.6945628,80.078568
2027,WS021,01-15 06:00:00+01:00,1372.663154,1578.562627,1.00E-06,1.00E-06,181.7429789,79.882297
2027,WS021,01-15 07:00:00+01:00,1375.134326,1581.404475,0.000001,0.000001,186.791395,81.059923
2027,WS021,01-15 08:00:00+01:00,1400.200938,1610.231079,2.956695353,4.927825588,191.4191097,83.415175
2027,WS021,01-15 09:00:00+01:00,1408.419579,1619.682515,67.39563195,112.3260533,189.7363043,83.218904
2027,WS021,01-15 10:00:00+01:00,1436.151462,1651.574181,178.8333892,298.0556486,188.8949017,80.47111
2027,WS021,01-15 11:00:00+01:00,1461.436351,1680.651804,275.0417763,458.4029605,188.8949017,80.078568
2027,WS021,01-15 12:00:00+01:00,1504.207331,1729.83843,341.0431087,568.4051812,185.9499923,79.489755
2027,WS021,01-15 13:00:00+01:00,1544.845417,1776.57223,369.7063217,616.1772028,185.5292909,78.704671
2027,WS021,01-15 14:00:00+01:00,1572.217431,1808.050046,357.1801116,595.3001859,186.3706936,78.704671
2027,WS021,01-15 15:00:00+01:00,1583.106203,1820.572134,285.3987793,475.6646322,186.3706936,77.134503
2027,WS021,01-15 16:00:00+01:00,1605.363412,1846.167924,184.0312543,306.7187572,186.791395,75.564335
2027,WS021,01-15 17:00:00+01:00,1571.884445,1807.667112,54.96534696,91.6089116,188.053499,76.349419
2027,WS021,01-15 18:00:00+01:00,1557.084961,1790.647706,0.942998082,1.57166347,188.4742003,76.741961
2027,WS021,01-15 19:00:00+01:00,1565.887608,1800.770749,1.00E-06,1.00E-06,188.4742003,77.723316
2027,WS021,01-15 20:00:00+01:00,1567.756419,1802.919881,1.00E-06,1.00E-06,184.6878883,76.938232
2027,WS021,01-15 21:00:00+01:00,1567.782774,1802.95019,1.00E-06,1.00E-06,183.4257842,76.153148
2027,WS021,01-15 22:00:00+01:00,1554.908368,1788.144624,1.00E-06,1.00E-06,182.1636802,74.190438
2027,WS021,01-15 23:00:00+01:00,1550.314488,1782.861661,1.00E-06,1.00E-06,181.3222775,73.012812
2027,WS021,01-16 00:00:00+01:00,1561.475363,1795.696668,1.00E-06,1.00E-06,177.9566668,64.180617
2027,WS021,01-16 01:00:00+01:00,1547.05982,1779.118793,1.00E-06,1.00E-06,177.5359655,62.414178
2027,WS021,01-16 02:00:00+01:00,1535.954284,1766.347427,1.00E-06,1.00E-06,177.9566668,62.217907
2027,WS021,01-16 03:00:00+01:00,1510.534908,1737.115144,1.00E-06,1.00E-06,177.1152641,61.825365
